fight_url,red_fighter,blue_fighter,red_fights,blue_fights,red_kd,blue_kd,delta_kd,red_sig_landed,blue_sig_landed,delta_sig_landed,red_sig_attempted,blue_sig_attempted,delta_sig_attempted,red_tot_landed,blue_tot_landed,delta_tot_landed,red_tot_attempted,blue_tot_attempted,delta_tot_attempted,red_td_landed,blue_td_landed,delta_td_landed,red_td_attempted,blue_td_attempted,delta_td_attempted,red_sub_att,blue_sub_att,delta_sub_att,red_rev,blue_rev,delta_rev,red_ctrl_sec,blue_ctrl_sec,delta_ctrl_sec,red_win
http://ufcstats.com/fight-details/f1eca70738ca073e,Tony Ferguson,King Green,21,19,,,0.0,20.244454655959004,46.04086425618969,-25.79640960023069,86.09745369840773,101.88880104571884,-15.791347347311103,,,0.0,,,0.0,61.248213535986764,64.34332582221062,-3.095112286223852,133.52814725424724,125.0470642474959,8.481083006751348,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/554163b1c8c05522,Cory Sandhagen,Rob Font,12,15,,,0.0,81.37318974894,71.78258820889843,9.590601540041575,226.78939205134,161.65902811314663,65.13036393819337,,,0.0,,,0.0,106.01265519502999,84.6137712218763,21.398883973153687,246.79536646143998,175.86520371875093,70.93016274268905,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/2c54be25b09fce50,Dustin Jacoby,Kennedy Nzechukwu,10,9,,,0.0,42.161731794000005,38.272564849999995,3.88916694400001,113.99303884100001,58.500933419999996,55.49210542100002,,,0.0,,,0.0,69.510205524,11.50920954,58.000995984,148.170183951,23.86653236,124.303651591,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/2c0496a5f39ab8a4,Tanner Boser,Aleksa Camur,9,3,,,0.0,13.258252100000002,52.879999999999995,-39.621747899999995,33.53566353000001,90.14,-56.60433646999999,,,0.0,,,0.0,18.83373881,69.07,-50.23626118999999,41.34735277,109.00999999999999,-67.66264722999999,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/79bfba62da6242a6,Diego Lopes,Gavin Tucker,1,6,,,0.0,29.0,18.66003,10.339970000000001,57.0,38.209830000000004,18.790169999999996,,,0.0,,,0.0,27.0,21.678430000000002,5.321569999999998,55.0,40.960750000000004,14.039249999999996,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/531ce3d8011fa1f6,Ignacio Bahamondes,Ludovit Klein,4,5,,,0.0,42.268,32.893299999999996,9.374700000000004,109.681,63.9833,45.6977,,,0.0,,,0.0,102.654,33.873400000000004,68.78059999999999,199.007,65.9637,133.0433,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/e5cb9dfc1189d77d,Kyler Phillips,Raoni Barcelos,5,9,,,0.0,52.7644,23.14173993,29.622660070000002,128.0226,50.42188448,77.60071552000001,,,0.0,,,0.0,57.247499999999995,24.750084040000004,32.49741595999999,132.56029999999998,50.68660827000001,81.87369172999998,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/ec2358459ffbe7de,Jessica Andrade,Tatiana Suarez,24,6,,,0.0,19.73009633066055,10.432500000000001,9.29759633066055,57.4644364688059,24.01363,33.4508064688059,,,0.0,,,0.0,32.317818602161466,11.3817,20.936118602161464,73.10396822683497,25.519160000000003,47.584808226834966,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/1b0d5e65fdfc62cf,Billy Quarantillo,Damon Jackson,8,8,,,0.0,33.895512700000005,19.7864287,14.109084000000006,74.7397985,65.3487027,9.391095800000002,,,0.0,,,0.0,34.243680000000005,24.880516099999998,9.363163900000007,74.92376000000002,69.47398159999999,5.449778400000028,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/38901948cff43ff9,Cody Durden,Jake Hadley,6,3,,,0.0,31.61544,14.8,16.81544,65.42354,39.63,25.79354,,,0.0,,,0.0,34.52905,17.42,17.109049999999996,68.11595,42.120000000000005,25.995949999999993,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/bda7992779a005fa,Jeremiah Wells,Carlston Harris,4,4,,,0.0,23.110999999999997,38.119,-15.008000000000003,52.627,74.604,-21.976999999999997,,,0.0,,,0.0,8.374,27.197,-18.823,23.637999999999998,59.606,-35.968,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/560a971c6ab8b854,AJ Dobson,Tafon Nchukwi,2,5,,,0.0,38.9,8.988000000000001,29.912,118.89999999999999,24.108000000000004,94.79199999999999,,,0.0,,,0.0,48.2,15.679800000000004,32.5202,127.7,33.83410000000001,93.8659,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/c2f730cb33df5221,Polyana Viana,Iasmin Lucindo,8,2,,,0.0,10.9573819,35.7,-24.7426181,28.6753823,109.5,-80.8246177,,,0.0,,,0.0,12.891390900000001,54.9,-42.0086091,30.8483164,134.20000000000002,-103.35168360000002,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/9a9479663bedf8b4,Josh Fremd,Jamie Pickett,3,7,,,0.0,17.82,9.936024000000002,7.883975999999999,44.279999999999994,21.957955000000002,22.322044999999992,,,0.0,,,0.0,24.45,12.761655000000001,11.688344999999998,51.52,25.157377000000004,26.362623,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/e346f2b7af63e804,Vicente Luque,Rafael Dos Anjos,19,33,,,0.0,51.30363814292087,17.216265521755442,34.08737262116543,140.5599494019298,40.98980480978866,99.57014459214113,,,0.0,,,0.0,81.82928786274752,19.289027175728386,62.540260687019135,176.41866960139305,43.250468245306315,133.16820135608674,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/c57a4810c932b296,Khalil Rountree Jr.,Chris Daukaus,12,7,,,0.0,39.4126068955,4.465294,34.9473128955,153.19299548985998,11.182822000000002,142.01017348986,,,0.0,,,0.0,63.03627287864,4.464307000000001,58.57196587864,182.09795611104,11.054191000000001,171.04376511104,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/1b1fd32485861655,Cub Swanson,Hakeem Dawodu,22,9,,,0.0,11.683560756533279,45.11076943,-33.42720867346672,32.94259291384948,108.33262812999999,-75.39003521615051,,,0.0,,,0.0,38.74919045819685,69.71797083,-30.96878037180315,59.8405687063409,138.31254954,-78.47198083365909,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/d5929b7fbc801ce4,Josh Parisian,Martin Buday,5,3,,,0.0,20.7988,59.4,-38.6012,74.9545,139.93,-64.97550000000001,,,0.0,,,0.0,31.145,66.12,-34.97500000000001,89.69,143.33,-53.640000000000015,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/2c160a1d1fdbf0b0,JP Buys,Marcus McGhee,3,1,,,0.0,4.15,14.0,-9.85,10.780000000000001,39.0,-28.22,,,0.0,,,0.0,6.11,21.0,-14.89,15.690000000000001,47.0,-31.31,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/ca2aa660bea0cb60,Jaqueline Amorim,Montserrat Conejo Ruiz,1,2,,,0.0,12.0,4.4,7.6,42.0,14.700000000000001,27.299999999999997,,,0.0,,,0.0,11.0,6.6000000000000005,4.3999999999999995,49.0,17.200000000000003,31.799999999999997,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/9576d9cba5cf5c4e,Terrance McKinney,Mike Breeden,6,2,,,0.0,5.78976,46.0,-40.21024,19.27279,114.5,-95.22721,,,0.0,,,0.0,6.490360000000001,63.8,-57.309639999999995,20.48133,133.7,-113.21866999999999,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/ee796ecb4ee8680b,Aljamain Sterling,Sean O'Malley,18,9,,,0.0,50.276178316426716,61.950091979999996,-11.67391366357328,101.70604362857205,120.95416641,-19.248122781427952,,,0.0,,,0.0,80.15700756974782,79.80485558000001,0.35215198974781003,137.98395546003528,145.72428611,-7.740330649964733,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/78d2c01dc963f204,Neil Magny,Ian Machado Garry,30,5,,,0.0,19.334841506446157,31.9384,-12.603558493553844,48.23334237581846,73.07580000000002,-24.842457624181556,,,0.0,,,0.0,16.116912964191375,41.8005,-25.683587035808625,41.78462826684057,80.3926,-38.60797173315943,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/845e38dfbfea6e53,Zhang Weili,Amanda Lemos,9,9,,,0.0,27.800779850000005,14.46800707,13.332772780000004,66.35662639,32.66561877,33.69100762,,,0.0,,,0.0,28.00273548,22.90439422,5.098341259999998,67.73255376,43.85816316,23.874390600000005,,,0.0,,,0.0,,,0.0,1
http://ufcstats.com/fight-details/fd4d30036a3f3efb,Da'Mon Blackshear,Mario Bautista,3,8,,,0.0,15.79,6.7425104000000005,9.047489599999999,39.94,13.585204800000001,26.354795199999998,,,0.0,,,0.0,14.72,7.870168500000001,6.8498315,38.800000000000004,14.5477153,24.252284700000004,,,0.0,,,0.0,,,0.0,0
http://ufcstats.com/fight-details/621e6f0929a3dbfc,Marlon Vera,Pedro Munhoz,21,17,,,0.0,34.444986058272164,26.96306346444469,7.481922593827473,115.00302533065623,111.88102262520312,3.122002705453113,,,0.0,,,0.0,58.65871956493299,59.09335397064919,-0.4346344057162028,155.9748558707128,164.41160607947035,-8.436750208757559,,,0.0,,,0.0,,,0.0,1
