fight_url,fighter,kd,sig_landed,sig_attempted,sig_pct,tot_landed,tot_attempted,td_landed,td_attempted,td_pct,sub_att,rev,ctrl_sec
http://ufcstats.com/fight-details/f085f32bbb3220e1,Shamil Abdurakhimov Chris Daukaus,,,,40% 43%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/e7bb37681652c2c2,Roxanne Modafferi Taila Santos,,,,25% 60%,,,,,0% 100%,,,77
http://ufcstats.com/fight-details/7abc4520f63f2c06,Uros Medic Jalin Turner,,,,54% 53%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/d8189169b2c8a2aa,Cody Brundage Nick Maximov,,,,41% 39%,,,,,--- 25%,,,21
http://ufcstats.com/fight-details/73f6b72b4889088f,Matthew Semelsberger Martin Sano,,,,60% 33%,,,,,--- ---,,,1
http://ufcstats.com/fight-details/7484298ad57099be,Jonathan Pearce Omar Morales,,,,34% 52%,,,,,57% ---,,,142
http://ufcstats.com/fight-details/d1621b3da377f34b,Anthony Smith Ryan Spann,,,,60% 40%,,,,,--- 0%,,,98
http://ufcstats.com/fight-details/4b5f9b7c31d1205d,Ion Cutelaba Devin Clark,,,,64% 57%,,,,,75% 50%,,,128
http://ufcstats.com/fight-details/ceaf7ed5ade30d9f,Ariane da Silva Mandy Bohm,,,,34% 46%,,,,,0% 0%,,,124
http://ufcstats.com/fight-details/13a8ddb1c3f55ed4,Arman Tsarukyan Christos Giagos,,,,70% 16%,,,,,0% ---,,,11
http://ufcstats.com/fight-details/576b795e33ddd62d,Nate Maness Tony Gravely,,,,42% 63%,,,,,100% 20%,,,9
http://ufcstats.com/fight-details/401f5f4714132d50,Joaquin Buckley Antonio Arroyo,,,,34% 33%,,,,,33% ---,,,8
http://ufcstats.com/fight-details/d06495deb1ff1750,Mike Rodriguez Tafon Nchukwi,,,,44% 63%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/2d42742aade53799,Pannie Kianzad Raquel Pennington,,,,63% 66%,,,,,50% 0%,,,204
http://ufcstats.com/fight-details/85e5498808346d6b,Rongzhu Brandon Jenkins,,,,68% 39%,,,,,100% ---,,,121
http://ufcstats.com/fight-details/dc870fab1e0f15e1,Montel Jackson JP Buys,,,,66% 37%,,,,,100% 25%,,,156
http://ufcstats.com/fight-details/0ce63c2148e70b4c,Erin Blanchfield Sarah Alpar,,,,52% 28%,,,,,100% 0%,,,175
http://ufcstats.com/fight-details/06b3226c34c17001,Impa Kasanganay Carlston Harris,,,,28% 52%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/178756c3cb23b884,Gustavo Lopez Alatengheili,,,,33% 26%,,,,,0% ---,,,14
http://ufcstats.com/fight-details/eb10feae98ea7d36,Emily Whitmire Hannah Goldy,,,,38% 45%,,,,,100% ---,,,184
http://ufcstats.com/fight-details/14f2bb86fd888e91,Derek Brunson Darren Till,,,,50% 43%,,,,,100% ---,,,177
http://ufcstats.com/fight-details/b977ffcc6428046f,Tom Aspinall Serghei Spivac,,,,61% 0%,,,,,--- 0%,,,3
http://ufcstats.com/fight-details/f09912e9d8eaa968,Alex Morono David Zawada,,,,44% 39%,,,,,--- ---,,,5
http://ufcstats.com/fight-details/ad81be01a461c936,Modestas Bukauskas Khalil Rountree Jr.,,,,50% 43%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/8fc238e84c4624a7,Paddy Pimblett Luigi Vendramini,,,,58% 49%,,,,,0% 100%,,,10
http://ufcstats.com/fight-details/06c0c7dda5a5909d,Molly McCann Ji Yeon Kim,,,,41% 32%,,,,,50% 0%,,,32
http://ufcstats.com/fight-details/4fc128b1bdf088b1,Jack Shore Liudvik Sholinian,,,,57% 10%,,,,,50% ---,,,173
http://ufcstats.com/fight-details/3f76035e52e8819b,Julian Erosa Charles Jourdain,,,,44% 36%,,,,,0% ---,,,38
http://ufcstats.com/fight-details/a7c38d4d66abf923,Dalcha Lungiambula Marc-Andre Barriault,,,,30% 27%,,,,,66% ---,,,31
http://ufcstats.com/fight-details/5cd1869013741767,Edson Barboza Giga Chikadze,,,,38% 39%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/5086f9fb4fdc2f60,Bryan Battle Gilbert Urbina,,,,54% 64%,,,,,--- 50%,,,47
http://ufcstats.com/fight-details/ed64e42263bf50bf,Ricky Turcios Brady Hiestand,,,,63% 55%,,,,,100% 50%,,,15
http://ufcstats.com/fight-details/089a17e450cc98aa,Kevin Lee Daniel Rodriguez,,,,29% 40%,,,,,100% ---,,,119
http://ufcstats.com/fight-details/ad3aa9520131ff2e,Andre Petroski Micheal Gillmore,,,,45% 71%,,,,,50% ---,,,234
http://ufcstats.com/fight-details/1de342e9309c5f0f,Makhmud Muradov Gerald Meerschaert,,,,42% 62%,,,,,--- 16%,,,16
http://ufcstats.com/fight-details/e24c8aab497b4fe1,Alessio Di Chirico Abdul Razak Alhassan,,,,50% 100%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/58d5e4afc2dd35d1,Sam Alvey Wellington Turman,,,,40% 81%,,,,,--- 40%,,,58
http://ufcstats.com/fight-details/0f3a91caeaa55094,Dustin Jacoby Darren Stewart,,,,60% 54%,,,,,0% 100%,,,23
http://ufcstats.com/fight-details/2cb9ba68fc855f33,JJ Aldrich Vanessa Demopoulos,,,,60% 56%,,,,,100% 0%,,,198
http://ufcstats.com/fight-details/ef4484943b1c68a9,Jamall Emmers Pat Sabatini,,,,71% 11%,,,,,--- 0%,,,49
http://ufcstats.com/fight-details/be4890f4aaadec28,Mana Martinez Guido Cannetti,,,,59% 72%,,,,,50% ---,,,14
http://ufcstats.com/fight-details/f536ba47f006474a,Jared Cannonier Kelvin Gastelum,,,,42% 38%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/3a9e0fed344fd07d,Clay Guida Mark Madsen,,,,30% 61%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/47230f9b5d7ae037,Parker Porter Chase Sherman,,,,37% 49%,,,,,100% ---,,,117
http://ufcstats.com/fight-details/e1897ff433134cb8,Trevin Jones Saidyokub Kakhramonov,,,,0% 33%,,,,,0% 25%,,,217
http://ufcstats.com/fight-details/755d84d5f4aa4dbf,Vinc Pichel Austin Hubbard,,,,38% 37%,,,,,0% ---,,,13
http://ufcstats.com/fight-details/0b47788da6de735e,Alexandre Pantoja Brandon Royval,,,,52% 35%,,,,,50% 100%,,,109
http://ufcstats.com/fight-details/12d2b282561b5e5f,Austin Lingo Luis Saldana,,,,42% 51%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/bfacb44c24bfe0e9,Brian Kelleher Domingo Pilarte,,,,68% 0%,,,,,100% ---,,,290
http://ufcstats.com/fight-details/92d39a17e34cf581,Bea Malecki Josiane Nunes,,,,42% 40%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/5e2ce5aa3a92c2df,William Knight Fabio Cherant,,,,58% 65%,,,,,--- ---,,,2
http://ufcstats.com/fight-details/8badcb2134c1cdaf,Roosevelt Roberts Ignacio Bahamondes,,,,38% 47%,,,,,0% ---,,,71
http://ufcstats.com/fight-details/47a157222b2c9092,Sasha Palatnikov Ramiz Brahimaj,,,,100% 50%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/bf732e22055e8634,Derrick Lewis Ciryl Gane,,,,27% 74%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/980927e7dcc131c0,Jose Aldo Pedro Munhoz,,,,41% 36%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/efe985e626a0d8c0,Michael Chiesa Vicente Luque,,,,33% 58%,,,,,100% ---,,,61
http://ufcstats.com/fight-details/903d2c361d005b70,Tecia Pennington Angela Hill,,,,45% 44%,,,,,0% 25%,,,2
http://ufcstats.com/fight-details/962aab0abdd34173,Song Yadong Casey Kenney,,,,45% 33%,,,,,--- ---,,,14
http://ufcstats.com/fight-details/76ece0ee2ef5d240,King Green Rafael Fiziev,,,,66% 40%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/3d75081ce43774ca,Vince Morales Drako Rodriguez,,,,50% 28%,,,,,0% ---,,,14
http://ufcstats.com/fight-details/dcd0793ff1a43b68,Alonzo Menifield Ed Herman,,,,62% 40%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/f2336b7545f5f442,Karolina Kowalkiewicz Jessica Penne,,,,66% 63%,,,,,100% 100%,,,26
http://ufcstats.com/fight-details/85c5dd604d5b3634,Manel Kape Ode Osbourne,,,,65% 47%,,,,,--- ---,,,2
http://ufcstats.com/fight-details/9a678f346946b6a4,Miles Johns Anderson Dos Santos,,,,60% 13%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/cce232c1b1b2e4a0,Victoria Leonardo Melissa Gatto,,,,48% 61%,,,,,0% 25%,,,119
http://ufcstats.com/fight-details/af9927b5589e708b,Johnny Munoz Jamey Simmons,,,,19% 19%,,,,,50% ---,,,32
http://ufcstats.com/fight-details/8522bc62e8d942ab,Uriah Hall Sean Strickland,,,,41% 29%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/b4622ca7cf0e8506,Cheyanne Vlismas Gloria de Paula,,,,68% 62%,,,,,100% ---,,,34
http://ufcstats.com/fight-details/e3ecb94228c2739f,Niklas Stolze Jared Gooden,,,,53% 60%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/6671b567c4eb9982,Collin Anglin Melsik Baghdasaryan,,,,50% 64%,,,,,100% ---,,,18
http://ufcstats.com/fight-details/9eef9b7967991296,Bryan Barberena Jason Witt,,,,27% 66%,,,,,--- 66%,,,0
http://ufcstats.com/fight-details/12ceec9431fb0827,Chris Gruetzemacher Rafa Garcia,,,,56% 56%,,,,,0% 50%,,,1
http://ufcstats.com/fight-details/69397bbebdfa41d9,Danny Chavez Kai Kamaka,,,,29% 73%,,,,,100% 0%,,,6
http://ufcstats.com/fight-details/96c51bc6316a4b47,Jinh Yu Frey Ashley Yoder,,,,50% 40%,,,,,0% ---,,,2
http://ufcstats.com/fight-details/1978b44503c3d9ff,Ryan Benoit Zarrukh Adashev,,,,38% 55%,,,,,--- 0%,,,38
http://ufcstats.com/fight-details/fb9095887dca34c7,Phil Rowe Orion Cosce,,,,50% 63%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/214b268e4a92f950,Cory Sandhagen TJ Dillashaw,,,,60% 50%,,,,,--- 20%,,,0
http://ufcstats.com/fight-details/4bb77b1d8efc53a9,Kyler Phillips Raulian Paiva,,,,64% 40%,,,,,50% 50%,,,61
http://ufcstats.com/fight-details/1bde9cb65d31cc76,Darren Elkins Darrick Minner,,,,57% 57%,,,,,50% 100%,,,44
http://ufcstats.com/fight-details/7c3ad06a520b8716,Miranda Maverick Maycee Barber,,,,28% 19%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/43c391b251337c9b,Adrian Yanez Randy Costa,,,,31% 46%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/4911094a4ee26868,Punahele Soriano Brendan Allen,,,,49% 45%,,,,,--- ---,,,21
http://ufcstats.com/fight-details/dff1dbb8fe1f31cb,Nassourdine Imavov Ian Heinisch,,,,45% 56%,,,,,--- 0%,,,39
http://ufcstats.com/fight-details/1be65a0d2c1383f6,Mickey Gall Jordan Williams,,,,55% 37%,,,,,50% 100%,,,58
http://ufcstats.com/fight-details/cade0268dec56f3d,Julio Arce Andre Ewell,,,,33% 26%,,,,,--- ---,,,24
http://ufcstats.com/fight-details/c13474b85d3ced32,Sijara Eubanks Elise Reed,,,,55% 25%,,,,,50% ---,,,221
http://ufcstats.com/fight-details/40ce202eaa78860c,Diana Belbita Hannah Goldy,,,,63% 59%,,,,,--- 50%,,,6
http://ufcstats.com/fight-details/7d4c160dab6eae73,Islam Makhachev Thiago Moises,,,,74% 23%,,,,,100% ---,,,83
http://ufcstats.com/fight-details/f0b83b05f3dd9580,Marion Reneau Miesha Tate,,,,40% 58%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/72105dd82d964e7a,Jeremy Stephens Mateusz Gamrot,,,,--- 100%,,,,,--- 50%,,,3
http://ufcstats.com/fight-details/813444e109995c97,Rodolfo Vieira Dustin Stoltzfus,,,,50% 36%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/940701effe1d2b6c,Gabriel Benitez Billy Quarantillo,,,,46% 65%,,,,,--- 0%,,,15
http://ufcstats.com/fight-details/8151659b2bc16f0e,Daniel Rodriguez Preston Parsons,,,,54% 53%,,,,,--- 0%,,,9
http://ufcstats.com/fight-details/c5e71fbf22f669f7,Amanda Lemos Montserrat Conejo Ruiz,,,,53% 42%,,,,,--- ---,,,4
http://ufcstats.com/fight-details/93d5452726f5f364,Khalid Taha Sergey Morozov,,,,15% 44%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/49876b12d440af40,Francisco Figueiredo Malcolm Gordon,,,,75% 75%,,,,,--- 25%,,,166
http://ufcstats.com/fight-details/7d0874323bd1f768,Alan Baudot Rodrigo Nascimento,,,,75% 58%,,,,,--- 0%,,,38
http://ufcstats.com/fight-details/7d0ce28ce8a77eb1,Dustin Poirier Conor McGregor,,,,54% 71%,,,,,50% ---,,,198
http://ufcstats.com/fight-details/8245791a3d3403c6,Gilbert Burns Stephen Thompson,,,,66% 75%,,,,,50% ---,,,210
http://ufcstats.com/fight-details/53b480b44b0b51f1,Tai Tuivasa Greg Hardy,,,,47% 40%,,,,,--- ---,,,6
http://ufcstats.com/fight-details/3740c8033e31c90d,Irene Aldana Yana Santos,,,,56% 48%,,,,,--- ---,,,84
http://ufcstats.com/fight-details/dbcc5b5d568efa8b,Sean O'Malley Kris Moutinho,,,,72% 33%,,,,,--- ---,,,4
http://ufcstats.com/fight-details/7070abfa26c079b8,Carlos Condit Max Griffin,,,,30% 55%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/96bbb6c573dac27a,Niko Price Michel Pereira,,,,33% 69%,,,,,0% 100%,,,47
http://ufcstats.com/fight-details/07468b6347ac5e3d,Ryan Hall Ilia Topuria,,,,58% 56%,,,,,0% ---,,,0
http://ufcstats.com/fight-details/858feabaf429a963,Trevin Giles Dricus Du Plessis,,,,30% 48%,,,,,--- 66%,,,12
http://ufcstats.com/fight-details/5d5bf07dbfada0e3,Jennifer Maia Jessica Eye,,,,35% 33%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/1aba46988c9b58f9,Omari Akhmedov Brad Tavares,,,,25% 56%,,,,,25% ---,,,65
http://ufcstats.com/fight-details/ac0a1d87e9ff4085,Zhalgas Zhumagulov Jerome Rivera,,,,41% 27%,,,,,--- 0%,,,12
http://ufcstats.com/fight-details/78afed76d0e9a639,Ciryl Gane Alexander Volkov,,,,50% 71%,,,,,0% ---,,,5
http://ufcstats.com/fight-details/d40eae4425092219,Tanner Boser Ovince Saint Preux,,,,47% 44%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/ce0fda34122f3d48,Raoni Barcelos Timur Valiev,,,,46% 38%,,,,,--- 0%,,,16
http://ufcstats.com/fight-details/4622ec182e7fed6b,Andre Fili Daniel Pineda,,,,50% 41%,,,,,100% 0%,,,45
http://ufcstats.com/fight-details/c9283da5f4d7aaf4,Tim Means Nicolas Dalby,,,,57% 55%,,,,,100% 0%,,,187
http://ufcstats.com/fight-details/4341ebb5a56e6943,Renato Moicano Jai Herbert,,,,57% 25%,,,,,75% ---,,,200
http://ufcstats.com/fight-details/85099c6378ff87c5,Kennedy Nzechukwu Danilo Marques,,,,--- 0%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/086c2a0cae0835c4,Shavkat Rakhmonov Michel Prazeres,,,,58% 50%,,,,,100% 0%,,,143
http://ufcstats.com/fight-details/81de3929330076d2,Warlley Alves Jeremiah Wells,,,,91% 28%,,,,,0% 0%,,,22
http://ufcstats.com/fight-details/d988760df61f027c,Marcin Prachnio Ike Villanueva,,,,60% 44%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/0eac7075bf3d7ab7,Julia Avila Julija Stoliarenko,,,,50% 41%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/5357dab4d331eb18,Charles Rosa Justin Jaynes,,,,29% 46%,,,,,100% ---,,,27
http://ufcstats.com/fight-details/23c7c6ceee34585f,Yancy Medeiros Damir Hadzovic,,,,41% 50%,,,,,--- 100%,,,4
http://ufcstats.com/fight-details/50cae63d530ede7c,Chan Sung Jung Dan Ige,,,,43% 31%,,,,,100% ---,,,76
http://ufcstats.com/fight-details/6fd9a013cea5a403,Aleksei Oleinik Serghei Spivac,,,,42% 43%,,,,,50% ---,,,97
http://ufcstats.com/fight-details/a83ebbf013905949,Marlon Vera Davey Grant,,,,57% 48%,,,,,100% ---,,,27
http://ufcstats.com/fight-details/d3c0dfa57950aefd,Julian Erosa SeungWoo Choi,,,,50% 44%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/bb1ac382e0277b3f,Wellington Turman Bruno Silva,,,,100% 73%,,,,,0% 0%,,,172
http://ufcstats.com/fight-details/2bdf774dc8b17504,Matt Brown Dhiego Lima,,,,50% 37%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/744627aec853874e,Aleksa Camur Nicolae Negumereanu,,,,59% 37%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/53ed3f8f653b37b2,Kanako Murata Virna Jandiroba,,,,66% 42%,,,,,--- ---,,,139
http://ufcstats.com/fight-details/87c8e086c29ae543,Khaos Williams Matthew Semelsberger,,,,31% 56%,,,,,--- ---,,,81
http://ufcstats.com/fight-details/e8fd128286788a6d,Josh Parisian Roque Martinez,,,,49% 56%,,,,,--- ---,,,8
http://ufcstats.com/fight-details/1e9f081a84e7ec18,Joaquim Silva Ricky Glenn,,,,50% 58%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/d684d8b02ab53031,Casey O'Neill Lara Procopio,,,,38% 64%,,,,,0% 33%,,,36
http://ufcstats.com/fight-details/6cd44e1b2d093ea4,Israel Adesanya Marvin Vettori,,,,56% 37%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/0f51869f98afa6c0,Deiveson Figueiredo Brandon Moreno,,,,53% 46%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/b070b8c2c489d838,Leon Edwards Nate Diaz,,,,68% 43%,,,,,50% ---,,,92
http://ufcstats.com/fight-details/43dfb2c1e5fecac9,Demian Maia Belal Muhammad,,,,40% 23%,,,,,9% ---,,,150
http://ufcstats.com/fight-details/4560734220b96851,Paul Craig Jamahal Hill,,,,92% 12%,,,,,0% ---,,,3
http://ufcstats.com/fight-details/7d2051c6bae907cb,Drew Dober Brad Riddell,,,,45% 58%,,,,,--- 25%,,,16
http://ufcstats.com/fight-details/9127a6430e46292c,Eryk Anders Darren Stewart,,,,45% 64%,,,,,--- 50%,,,71
http://ufcstats.com/fight-details/34cb6e9952cd30a4,Lauren Murphy Joanne Wood,,,,50% 56%,,,,,0% ---,,,39
http://ufcstats.com/fight-details/d66164d2c770da68,Movsar Evloev Hakeem Dawodu,,,,84% 38%,,,,,66% ---,,,216
http://ufcstats.com/fight-details/34d38d77c1d3f00e,Pannie Kianzad Alexis Davis,,,,59% 50%,,,,,--- ---,,,5
http://ufcstats.com/fight-details/d4ad90ac58429b64,Matt Frevola Terrance McKinney,,,,--- 80%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/84cde29aebf6c00c,Chase Hooper Steven Peterson,,,,54% 75%,,,,,33% ---,,,75
http://ufcstats.com/fight-details/dedb74ee9d84deab,Fares Ziam Luigi Vendramini,,,,33% 26%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/1b4d5dbf5f663a97,Carlos Felipe Jake Collier,,,,58% 45%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/2c0cddd12deb7450,Jairzinho Rozenstruik Augusto Sakai,,,,55% 21%,,,,,--- ---,,,2
http://ufcstats.com/fight-details/f187c7ec92f43828,Walt Harris Marcin Tybura,,,,57% 40%,,,,,--- 50%,,,6
http://ufcstats.com/fight-details/bb6438338bb8aebf,Roman Dolidze Laureano Staropoli,,,,36% 37%,,,,,66% 0%,,,260
http://ufcstats.com/fight-details/5c0e5d850d8e661f,Santiago Ponzinibbio Miguel Baeza,,,,28% 53%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/9252ad2304fd9a26,Dusko Todorovic Gregory Rodrigues,,,,27% 43%,,,,,0% 100%,,,43
http://ufcstats.com/fight-details/1a50d5c7e1e5c058,Montana De La Rosa Ariane da Silva,,,,17% 35%,,,,,50% ---,,,155
http://ufcstats.com/fight-details/0716a38768a34789,Tanner Boser Ilir Latifi,,,,28% 8%,,,,,--- 100%,,,20
http://ufcstats.com/fight-details/23b943e9ce495f0b,Francisco Trinaldo Muslim Salikhov,,,,33% 53%,,,,,--- ---,,,2
http://ufcstats.com/fight-details/827aacd14f80e8f3,Makwan Amirkhani Kamuela Kirk,,,,37% 47%,,,,,40% ---,,,104
http://ufcstats.com/fight-details/9cdfcd164b48f55e,Alan Patrick Mason Jones,,,,25% 53%,,,,,0% 50%,,,0
http://ufcstats.com/fight-details/419d1e29668b57fb,Manon Fiorot Tabatha Ricci,,,,38% 17%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/73a83b2595416f0a,Sean Woodson Youssef Zalal,,,,28% 54%,,,,,--- 16%,,,14
http://ufcstats.com/fight-details/58c5d506181812fa,Claudio Puelles Jordan Leavitt,,,,33% 75%,,,,,100% 33%,,,103
http://ufcstats.com/fight-details/d16f7ab4e28171ea,Rob Font Cody Garbrandt,,,,47% 48%,,,,,--- 66%,,,0
http://ufcstats.com/fight-details/16369fa06392f6a0,Yan Xiaonan Carla Esparza,,,,40% 86%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/559c0c3d752f327a,Justin Tafa Jared Vanderaa,,,,39% 48%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/138f719d370e8ba0,Felicia Spencer Norma Dumont,,,,29% 45%,,,,,--- ---,,,15
http://ufcstats.com/fight-details/ae0afbff5ba07a34,Ricardo Ramos Bill Algeo,,,,62% 41%,,,,,100% 0%,,,83
http://ufcstats.com/fight-details/7f8340dfe4220c3e,Jack Hermansson Edmen Shahbazyan,,,,42% 38%,,,,,0% ---,,,3
http://ufcstats.com/fight-details/3627f5133ce55902,Ben Rothwell Chris Barnett,,,,58% 37%,,,,,100% ---,,,108
http://ufcstats.com/fight-details/e624d85a0d718578,Court McGee Claudio Silva,,,,33% 25%,,,,,100% 0%,,,51
http://ufcstats.com/fight-details/b381dc272b32ce03,Bruno Silva Victor Rodriguez,,,,50% 0%,,,,,--- ---,,,2
http://ufcstats.com/fight-details/c7cf2194fe5c751f,Josh Culibao Shayilan Nuerdanbieke,,,,78% 33%,,,,,--- 16%,,,0
http://ufcstats.com/fight-details/d44a814b106b94ff,David Dvorak Juancamilo Ronderos,,,,32% 34%,,,,,--- 0%,,,23
http://ufcstats.com/fight-details/82d48296fd06c27f,Rafael Alves Damir Ismagulov,,,,28% 73%,,,,,--- ---,,,2
http://ufcstats.com/fight-details/fef29aa73bd5b907,Charles Oliveira Michael Chandler,,,,66% 54%,,,,,50% ---,,,99
http://ufcstats.com/fight-details/cfbaeb80b5ff7c00,Tony Ferguson Beneil Dariush,,,,38% 35%,,,,,--- 50%,,,0
http://ufcstats.com/fight-details/969aa613824c5dfe,Matt Schnell Rogerio Bontorin,,,,47% 60%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/8cb4e3f056a84b0d,Katlyn Cerminara Viviane Araujo,,,,40% 57%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/6655a8da2655f2d0,Shane Burgos Edson Barboza,,,,41% 49%,,,,,--- ---,,,3
http://ufcstats.com/fight-details/ca22bafab913aae7,Jacare Souza Andre Muniz,,,,57% 58%,,,,,50% 66%,,,53
http://ufcstats.com/fight-details/be2e28ba3bdeb400,Lando Vannata Mike Grundy,,,,50% 58%,,,,,--- 22%,,,0
http://ufcstats.com/fight-details/5573d46130d6b967,Jordan Wright Jamie Pickett,,,,81% 80%,,,,,--- ---,,,11
http://ufcstats.com/fight-details/2b894d87ad9aae05,Andrea Lee Antonina Shevchenko,,,,63% 56%,,,,,100% ---,,,91
http://ufcstats.com/fight-details/bfd672cac0726a9a,Gina Mazany Priscila Cachoeira,,,,70% 66%,,,,,100% ---,,,248
http://ufcstats.com/fight-details/1f2f27b36e79da74,Kevin Aguilar Tucker Lutz,,,,60% 62%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/de332779baa1b103,Christos Giagos Sean Soriano,,,,43% 64%,,,,,50% ---,,,32
http://ufcstats.com/fight-details/b948102c6205af63,Marina Rodriguez Michelle Waterson-Gomez,,,,41% 35%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/db2c805201a3116e,Donald Cerrone Alex Morono,,,,48% 41%,,,,,0% 0%,,,2
http://ufcstats.com/fight-details/178c4926223dca0c,Neil Magny Geoff Neal,,,,29% 42%,,,,,0% 0%,,,33
http://ufcstats.com/fight-details/3f71ac21472f994c,Maurice Greene Marcos Rogerio de Lima,,,,80% 46%,,,,,--- 100%,,,0
http://ufcstats.com/fight-details/295a0bf12a7373c0,Diego Ferreira Gregor Gillespie,,,,57% 50%,,,,,0% 60%,,,58
http://ufcstats.com/fight-details/00fbeda449926c13,Phil Hawes Kyle Daukaus,,,,72% 23%,,,,,50% 0%,,,33
http://ufcstats.com/fight-details/4ffbadfb86284af5,Ludovit Klein Michael Trizano,,,,60% 50%,,,,,100% ---,,,61
http://ufcstats.com/fight-details/8a95f0e3f9111f0c,JunYong Park Tafon Nchukwi,,,,43% 43%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/37fda56a435a9b24,Christian Aguilera Carlston Harris,,,,10% 38%,,,,,0% 0%,,,32
http://ufcstats.com/fight-details/394802bb096b403e,Dominick Reyes Jiri Prochazka,,,,59% 55%,,,,,100% ---,,,29
http://ufcstats.com/fight-details/2f82e8079ba354f4,Giga Chikadze Cub Swanson,,,,66% 66%,,,,,--- ---,,,5
http://ufcstats.com/fight-details/ec8d93ae99a7799d,Ion Cutelaba Dustin Jacoby,,,,83% 57%,,,,,72% ---,,,199
http://ufcstats.com/fight-details/ffd8e8575a551875,Sean Strickland Krzysztof Jotko,,,,48% 21%,,,,,--- 0%,,,0
http://ufcstats.com/fight-details/26202a4bd36d3fd2,Merab Dvalishvili Cody Stamann,,,,38% 41%,,,,,25% 0%,,,33
http://ufcstats.com/fight-details/c9c79de21823d941,Randa Markos Luana Pinheiro,,,,45% 54%,,,,,--- 83%,,,29
http://ufcstats.com/fight-details/d72f9b3ac742a9e3,Kai Kamaka TJ Brown,,,,46% 38%,,,,,--- 0%,,,45
http://ufcstats.com/fight-details/2ef09c8fe29251ac,Poliana Botelho Luana Carolina,,,,63% 33%,,,,,100% ---,,,142
http://ufcstats.com/fight-details/d6b5a6ad27a730ae,Loma Lookboonmee Sam Hughes,,,,74% 62%,,,,,75% 0%,,,71
http://ufcstats.com/fight-details/78dc032441394331,Andreas Michailidis KB Bhullar,,,,65% 50%,,,,,100% ---,,,115
http://ufcstats.com/fight-details/3d790112d2e6d851,Luke Sanders Felipe Colares,,,,62% 59%,,,,,--- 0%,,,99
http://ufcstats.com/fight-details/6a5eb525331fa1fc,Kamaru Usman Jorge Masvidal,,,,46% 54%,,,,,100% ---,,,99
http://ufcstats.com/fight-details/6d8da45352344964,Zhang Weili Rose Namajunas,,,,63% 50%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/34d2632fd26e7078,Valentina Shevchenko Jessica Andrade,,,,62% 72%,,,,,100% ---,,,172
http://ufcstats.com/fight-details/1820fed0fbcf6294,Uriah Hall Chris Weidman,,,,--- 50%,,,,,--- ---,,,0
http://ufcstats.com/fight-details/00bbcd4a6d647fdf,Anthony Smith Jimmy Crute,,,,66% 51%,,,,,--- 100%,,,2
